SampleID	host_scientific_name	Antibiotic	Anticancer	Antifeedant	Antifertility	Antifouling	Antifungal	Antihistamine	Antihypertensive	Antiinflammatory	Antileukemia	Antimalarial	Anti-MDR	Antimitotic/cytokinesis inhibition	Antimutagenic	Antineoplastic	Anti-HIV	Antihelminthic	Antioxidative	Antitumour	Antiviral	Brine shrimp assay	Carcinogen	Cytotoxicity	Enzyme activation	Enzyme inhibition	Gene expression suppression	Immunomodulatory (unspecified)	Immunostimulatoy	Immunosuppression	Inflammatory	Insecticidal	Neurodepressive	Neuroexcitory	Protein kinase inhibitory	P388/L1210/KB/HC8	Sea urchin egg inhib	Tumor promoter	Angiogenic	Alkaloids	Carotenoids	Cerebro-/sphingo-/ceramides	Diterpenoid	Macrolide	Macrocycle	Monoterpenoid	Polyether	Polyhalo	Polyketide	Porphyrin	Saponin	Sesquiterpenoid	Sesterterpenoid	Steroids/sterols	Terpenes (unspecified)	Triterpenoid	Tryptophan derived	Tyrosine derived	Spirocyclic
10793.10533.Paj.UK.3a	Pachymatisma johnstonia	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
10793.SS.1.3.1182336	Ecionemia alata	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
10793.Webster.4.G9.363.1181823	Cinachyrella alloclada	YES	NO	YES	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	YES	NO	NO	NO	YES	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	YES	NO	NO	NO	NO	NO
10793.10533.MPS.Chr.2a	Chondrosia reniformis	YES	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	YES	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	YES	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	YES	NO	NO	NO	NO	NO
10793.10533.42	Mycale grandis	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
10793.10533.UH78	Ircinia felix	YES	NO	NO	NO	YES	YES	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	YES	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	YES	NO	YES	NO	NO	NO	NO
10793.10533.PJS.13R1	Rhabdastrella globostellata	YES	YES	NO	NO	NO	NO	NO	NO	YES	NO	NO	NO	NO	NO	NO	NO	NO	NO	YES	NO	NO	NO	YES	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	YES	YES	NO	NO	YES	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	YES	NO	YES	YES	NO	NO	NO
10793.SS.26.1.1182086	Aplysina cavernicola	YES	NO	YES	NO	NO	NO	NO	NO	NO	NO	NO	YES	NO	NO	NO	NO	NO	YES	NO	NO	NO	NO	YES	NO	NO	NO	NO	NO	NO	NO	NO	YES	NO	NO	NO	NO	NO	NO	YES	NO	NO	NO	NO	NO	NO	NO	YES	NO	NO	NO	NO	NO	NO	NO	NO	NO	YES	YES
10793.10533.NW7	Geodia barretti	YES	NO	NO	NO	YES	YES	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	YES	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	YES	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	YES	NO	NO
10793.10533.SI07x95	Neopetrosia proxima	YES	NO	NO	NO	NO	NO	NO	NO	YES	NO	NO	NO	NO	NO	NO	NO	NO	NO	YES	NO	NO	NO	YES	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	YES	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	YES	NO	NO	YES	NO	NO	NO	NO
10793.10533.DyaL.3.2c	Dysidea avara	YES	YES	NO	NO	YES	YES	NO	NO	YES	YES	NO	NO	YES	YES	YES	YES	NO	YES	YES	YES	YES	NO	YES	NO	YES	YES	NO	NO	NO	NO	YES	YES	NO	YES	YES	YES	NO	NO	YES	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	YES	NO	YES	YES	NO	NO	NO	NO
10793.Webster.2.E10.151.1181156	Rhopaloeides odorabile	YES	NO	NO	NO	NO	NO	NO	NO	YES	NO	NO	NO	NO	NO	NO	NO	NO	YES	NO	NO	NO	NO	YES	NO	YES	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	YES	NO	NO	YES	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
10793.Webster.1.B2.14.1181900	Ianthella basta	YES	YES	YES	NO	YES	YES	NO	NO	YES	NO	NO	NO	NO	NO	YES	NO	NO	NO	YES	NO	YES	NO	YES	NO	YES	NO	NO	NO	NO	NO	NO	NO	NO	YES	YES	NO	NO	YES	YES	YES	NO	NO	NO	YES	NO	NO	YES	NO	NO	NO	NO	NO	NO	NO	NO	NO	YES	NO
10793.Webster.2.H8.185.1182420	Carteriospongia foliascens	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	YES	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	YES	NO	NO	NO	NO	NO	NO
10793.Webster.4.A12.294.1181216	Carteriospongia foliascens	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	YES	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	YES	NO	NO	NO	NO	NO	NO
10793.10533.ALG13.132	Dysidea avara	YES	YES	NO	NO	YES	YES	NO	NO	YES	YES	NO	NO	YES	YES	YES	YES	NO	YES	YES	YES	YES	NO	YES	NO	YES	YES	NO	NO	NO	NO	YES	YES	NO	YES	YES	YES	NO	NO	YES	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	YES	NO	YES	YES	NO	NO	NO	NO
10793.10533.MIIG1012	Haliclona viscosa	YES	NO	YES	NO	NO	YES	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	YES	NO	YES	NO	NO	YES	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
10793.10533.Aor.17.3a	Agelas oroides	YES	NO	NO	NO	NO	YES	NO	NO	NO	NO	YES	NO	NO	NO	NO	NO	NO	YES	YES	NO	NO	NO	YES	NO	YES	NO	NO	NO	NO	NO	NO	NO	NO	NO	YES	NO	NO	NO	YES	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	YES	NO	NO	NO	YES	YES
10793.Webster.1.B5.17.1182050	Ianthella basta	YES	YES	YES	NO	YES	YES	NO	NO	YES	NO	NO	NO	NO	NO	YES	NO	NO	NO	YES	NO	YES	NO	YES	NO	YES	NO	NO	NO	NO	NO	NO	NO	NO	YES	YES	NO	NO	YES	YES	YES	NO	NO	NO	YES	NO	NO	YES	NO	NO	NO	NO	NO	NO	NO	NO	NO	YES	NO
10793.10533.CLI29	Cliona orientalis	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
10793.10533.SI06.60.XT	Artemisina melana	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
10793.GC.3.4.1181792	Aplysina aerophoba	YES	YES	YES	NO	YES	NO	NO	NO	NO	YES	YES	YES	NO	NO	YES	NO	NO	YES	YES	NO	NO	YES	YES	YES	YES	NO	NO	NO	NO	NO	NO	NO	NO	YES	YES	NO	NO	NO	YES	YES	NO	NO	NO	NO	NO	NO	YES	YES	NO	NO	NO	NO	YES	NO	NO	NO	YES	NO
10793.10533.Ave.20.1a	Axinella verrucosa	NO	YES	NO	NO	NO	NO	NO	NO	YES	NO	NO	NO	NO	NO	YES	NO	NO	NO	YES	NO	YES	NO	YES	NO	YES	NO	NO	NO	NO	NO	NO	NO	NO	YES	NO	NO	NO	NO	YES	YES	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	YES	NO	NO	NO	NO	NO
10793.10533.CAR7	Carteriospongia foliascens	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	YES	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	YES	NO	NO	NO	NO	NO	NO
10793.10533.PTL09.P68.XT	Dragmacidon reticulatum	NO	NO	NO	NO	NO	YES	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	YES	NO	NO	NO	YES	NO	NO	NO	NO	YES	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
10793.10533.ApaL.3.3b	Aplysina aerophoba	YES	YES	YES	NO	YES	NO	NO	NO	NO	YES	YES	YES	NO	NO	YES	NO	NO	YES	YES	NO	NO	YES	YES	YES	YES	NO	NO	NO	NO	NO	NO	NO	NO	YES	YES	NO	NO	NO	YES	YES	NO	NO	NO	NO	NO	NO	YES	YES	NO	NO	NO	NO	YES	NO	NO	NO	YES	NO
10793.10533.AZO13.197	Petrosia ficiformis	YES	NO	YES	NO	NO	NO	NO	NO	NO	NO	NO	NO	YES	NO	NO	NO	NO	NO	YES	NO	YES	NO	YES	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	YES	YES	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	YES	YES	NO	NO	NO	NO
10793.10533.ALG13.159	Dysidea fragilis	YES	NO	YES	NO	NO	YES	NO	NO	YES	NO	NO	NO	NO	NO	YES	NO	NO	NO	YES	NO	NO	NO	YES	NO	YES	NO	NO	NO	NO	NO	NO	NO	NO	NO	YES	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	YES	NO	NO	NO	YES	YES	YES	YES	NO	NO	NO	YES
10793.10533.MPS.Dya.2a	Dysidea avara	YES	YES	NO	NO	YES	YES	NO	NO	YES	YES	NO	NO	YES	YES	YES	YES	NO	YES	YES	YES	YES	NO	YES	NO	YES	YES	NO	NO	NO	NO	YES	YES	NO	YES	YES	YES	NO	NO	YES	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	YES	NO	YES	YES	NO	NO	NO	NO
10793.SI06.67.1181314	Amphimedon erina	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
10793.10533.Apo.5.4a	Axinella polypoides	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	YES	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	YES	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	YES	NO	NO	NO	NO	NO
10793.10533.PJS.SW.H20.1	Geodia barretti	YES	NO	NO	NO	YES	YES	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	YES	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	YES	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	YES	NO	NO
10793.TO10.7.19.1181927	Ircinia oros	YES	NO	YES	NO	YES	YES	NO	NO	NO	NO	NO	NO	YES	NO	NO	NO	NO	NO	NO	NO	NO	NO	YES	NO	YES	NO	NO	NO	NO	NO	NO	NO	NO	NO	YES	YES	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	YES	NO	NO	NO	NO	NO	NO
10793.10533.423	Mycale grandis	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
10793.10533.Taylor.WS.17.7	Haliclona oculata	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	YES	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	YES	NO	NO	NO	NO	NO
10793.10533.SI06.192.XT	Ptilocaulis walpersi	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	YES	NO	NO	NO	YES	NO	YES	NO	NO	NO	NO	NO	NO	NO	NO	NO	YES	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
10793.10533.SH2.GS.2	Haliclona oculata	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	YES	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	YES	NO	NO	NO	NO	NO
10793.10533.Da3	Dysidea avara	YES	YES	NO	NO	YES	YES	NO	NO	YES	YES	NO	NO	YES	YES	YES	YES	NO	YES	YES	YES	YES	NO	YES	NO	YES	YES	NO	NO	NO	NO	YES	YES	NO	YES	YES	YES	NO	NO	YES	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	YES	NO	YES	YES	NO	NO	NO	NO
10793.ALG12.90.1181222	Phorbas fictitius	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
10793.10533.NW36	Geodia barretti	YES	NO	NO	NO	YES	YES	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	YES	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	YES	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	YES	NO	NO
10793.10533.CUR13.10	Ircinia strobilina	YES	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	YES	NO	NO	NO	NO	NO	NO
10793.CL239.1181519	Cliona delitrix	NO	NO	NO	NO	YES	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	YES	NO	NO	NO	NO	NO
10793.AF11.8.15.1181400	Sarcotragus fasciculatus	NO	YES	NO	NO	NO	NO	NO	NO	NO	YES	NO	NO	YES	NO	NO	YES	NO	YES	NO	NO	NO	NO	YES	NO	YES	NO	NO	NO	NO	NO	NO	NO	NO	YES	NO	YES	NO	NO	YES	NO	YES	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	YES	YES	NO	NO	NO	NO	NO
10793.PO10.4.18.1182329	Ircinia oros	YES	NO	YES	NO	YES	YES	NO	NO	NO	NO	NO	NO	YES	NO	NO	NO	NO	NO	NO	NO	NO	NO	YES	NO	YES	NO	NO	NO	NO	NO	NO	NO	NO	NO	YES	YES	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	YES	NO	NO	NO	NO	NO	NO
10793.10533.ClvL.1.3a	Cliona viridis	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	YES	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	YES	NO	NO	NO	NO	NO
10793.53.1181994	Mycale laxissima	YES	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	YES	NO	NO	NO	NO	NO	NO	NO	NO	NO	YES	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	YES	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	YES	NO	NO	NO	NO	NO
10793.Webster.3.E7.243.1181357	Carteriospongia foliascens	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	YES	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	YES	NO	NO	NO	NO	NO	NO
10793.10533.374	Mycale grandis	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
10793.PO10.5.7.1182439	Ircinia oros	YES	NO	YES	NO	YES	YES	NO	NO	NO	NO	NO	NO	YES	NO	NO	NO	NO	NO	NO	NO	NO	NO	YES	NO	YES	NO	NO	NO	NO	NO	NO	NO	NO	NO	YES	YES	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	YES	NO	NO	NO	NO	NO	NO
10793.P12x25.1181858	Erylus formosus	YES	NO	YES	NO	YES	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	YES	NO	NO	YES	NO	YES	NO	NO	NO
10793.10533.AA1	Aplysina aerophoba	YES	YES	YES	NO	YES	NO	NO	NO	NO	YES	YES	YES	NO	NO	YES	NO	NO	YES	YES	NO	NO	YES	YES	YES	YES	NO	NO	NO	NO	NO	NO	NO	NO	YES	YES	NO	NO	NO	YES	YES	NO	NO	NO	NO	NO	NO	YES	YES	NO	NO	NO	NO	YES	NO	NO	NO	YES	NO
10793.10533.407	Mycale grandis	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
10793.708.1182164	Aplysina fulva	YES	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	YES	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	YES	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	YES	YES
10793.10533.108e	Petrosia ficiformis	YES	NO	YES	NO	NO	NO	NO	NO	NO	NO	NO	NO	YES	NO	NO	NO	NO	NO	YES	NO	YES	NO	YES	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	YES	YES	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	YES	YES	NO	NO	NO	NO
10793.CL263.1182277	Cliona delitrix	NO	NO	NO	NO	YES	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	YES	NO	NO	NO	NO	NO
10793.10533.MIIG0981	Haliclona indistincta	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
10793.10533.APS.Crc.2a	Crambe crambe	YES	YES	NO	NO	YES	YES	NO	NO	NO	NO	NO	NO	YES	NO	NO	NO	NO	NO	YES	YES	YES	NO	YES	NO	NO	NO	NO	YES	NO	NO	NO	YES	NO	NO	YES	YES	NO	NO	YES	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	YES	NO	NO	NO	NO	NO
10793.10533.EMP.GR..3.A	Petrosia ficiformis	YES	NO	YES	NO	NO	NO	NO	NO	NO	NO	NO	NO	YES	NO	NO	NO	NO	NO	YES	NO	YES	NO	YES	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	YES	YES	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	YES	YES	NO	NO	NO	NO
10793.10533.CAR13	Carteriospongia foliascens	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	YES	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	YES	NO	NO	NO	NO	NO	NO
10793.P12x127.1181542	Iotrochota birotulata	YES	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	YES	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	YES	NO	NO	NO	NO	NO	YES	NO	NO	NO	YES	NO
10793.10533.ALG13.116	Ircinia variabilis	YES	NO	YES	NO	YES	YES	NO	YES	YES	NO	NO	NO	NO	NO	YES	NO	NO	NO	NO	YES	NO	NO	YES	NO	YES	YES	NO	NO	NO	NO	NO	NO	NO	NO	NO	YES	NO	NO	YES	NO	YES	YES	NO	NO	NO	NO	NO	YES	NO	NO	YES	YES	YES	YES	YES	NO	NO	NO
10793.Webster.2.E11.152.1181423	Rhopaloeides odorabile	YES	NO	NO	NO	NO	NO	NO	NO	YES	NO	NO	NO	NO	NO	NO	NO	NO	YES	NO	NO	NO	NO	YES	NO	YES	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	YES	NO	NO	YES	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
10793.10533.P10X.1.XT	Haliclona maravillosa	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
10793.10533.382	Mycale grandis	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO
10793.IO2.24.1181173	Ircinia oros	YES	NO	YES	NO	YES	YES	NO	NO	NO	NO	NO	NO	YES	NO	NO	NO	NO	NO	NO	NO	NO	NO	YES	NO	YES	NO	NO	NO	NO	NO	NO	NO	NO	NO	YES	YES	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	YES	NO	NO	NO	NO	NO	NO
10793.Webster.5.A6.382.1181163	Spheciospongia vagabunda	YES	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	YES	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	YES	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	YES	NO	NO	NO	NO	NO
10793.P57.1181879	Tedania ignis	YES	NO	YES	NO	YES	YES	NO	NO	YES	NO	NO	NO	NO	NO	YES	NO	NO	NO	YES	YES	NO	NO	YES	NO	YES	NO	NO	NO	NO	NO	YES	NO	NO	NO	YES	NO	NO	NO	YES	YES	NO	YES	YES	YES	NO	NO	NO	YES	NO	NO	NO	NO	YES	NO	NO	YES	NO	NO
10793.10533.CRD2	Chondrosia reniformis	YES	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	YES	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	YES	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	YES	NO	NO	NO	NO	NO
